,Model,Ensemble_member,No_arctic_crossing_year,World_crossing_year,gap
0,ACCESS-CM2,r1i1p1f1,2025.703,2023.073,2.6299999999998818
1,ACCESS-CM2,r2i1p1f1,2027.602,2024.589,3.0130000000001473
2,ACCESS-ESM1-5,r1i1p1f1,2030.55,2028.198,2.3519999999998618
3,ACCESS-ESM1-5,r2i1p1f1,2031.653,2028.467,3.185999999999922
4,ACCESS-ESM1-5,r3i1p1f1,2027.429,2023.93,3.4990000000000236
5,AWI-CM-1-1-MR,r1i1p1f1,2043.631,2037.202,6.429000000000087
6,BCC-CSM2-MR,r1i1p1f1,2032.603,2029.596,3.007000000000062
7,CAMS-CSM1-0,r1i1p1f1,2042.596,2039.007,3.588999999999942
8,CAS-ESM2-0,r1i1p1f1,2028.88,2025.728,3.1520000000000437
9,CESM2,r4i1p1f1,2031.672,2029.279,2.393000000000029
10,CESM2-WACCM,r1i1p1f1,2033.946,2030.53,3.41599999999994
11,CESM2-WACCM,r2i1p1f1,2040.221,2036.964,3.257000000000062
12,CESM2-WACCM,r3i1p1f1,2038.435,2035.516,2.918999999999869
13,CIESM,r1i1p1f1,2035.109,2029.606,5.502999999999929
14,CMCC-CM2-SR5,r1i1p1f1,2039.969,2036.804,3.1649999999999636
15,CMCC-ESM2,r1i1p1f1,2037.219,2034.083,3.1359999999999673
16,CNRM-CM6-1,r1i1p1f2,2032.09,2028.763,3.326999999999998
17,CNRM-CM6-1,r2i1p1f2,2027.533,2025.292,2.2409999999999854
18,CNRM-CM6-1,r3i1p1f2,2029.788,2026.299,3.4890000000000327
19,CNRM-CM6-1,r4i1p1f2,2029.726,2027.959,1.7670000000000528
20,CNRM-CM6-1,r5i1p1f2,2031.02,2028.422,2.5979999999999563
21,CNRM-CM6-1,r6i1p1f2,2030.436,2028.009,2.4269999999999072
22,CNRM-CM6-1-HR,r1i1p1f2,2033.796,2030.417,3.379000000000133
23,CNRM-ESM2-1,r1i1p1f2,2033.728,2031.613,2.115000000000009
24,CNRM-ESM2-1,r2i1p1f2,2032.487,2030.373,2.1140000000000327
25,CNRM-ESM2-1,r3i1p1f2,2025.602,2022.88,2.72199999999998
26,CNRM-ESM2-1,r4i1p1f2,2023.5,2021.35,2.150000000000091
27,CNRM-ESM2-1,r5i1p1f2,2026.591,2024.631,1.959999999999809
28,CanESM5,r10i1p1f1,2040.271,2034.647,5.624000000000024
29,CanESM5,r10i1p2f1,2038.808,2032.362,6.445999999999913
30,CanESM5,r11i1p1f1,2035.723,2029.833,5.889999999999873
31,CanESM5,r11i1p2f1,2043.539,2036.1,7.439000000000078
32,CanESM5,r12i1p1f1,2038.952,2031.916,7.036000000000058
33,CanESM5,r12i1p2f1,2036.74,2030.888,5.852000000000089
34,CanESM5,r13i1p1f1,2041.456,2035.185,6.270999999999958
35,CanESM5,r13i1p2f1,2038.336,2031.166,7.170000000000073
36,CanESM5,r14i1p1f1,2038.665,2034.052,4.613000000000056
37,CanESM5,r14i1p2f1,2034.517,2027.962,6.555000000000064
38,CanESM5,r15i1p1f1,2037.482,2031.891,5.5909999999998945
39,CanESM5,r15i1p2f1,2035.22,2028.942,6.27800000000002
40,CanESM5,r16i1p1f1,2034.612,2028.29,6.322000000000116
41,CanESM5,r16i1p2f1,2037.788,2030.953,6.835000000000036
42,CanESM5,r17i1p1f1,2040.661,2034.335,6.326000000000022
43,CanESM5,r17i1p2f1,2036.72,2030.196,6.524000000000115
44,CanESM5,r18i1p1f1,2039.962,2032.958,7.003999999999905
45,CanESM5,r18i1p2f1,2032.197,2027.851,4.345999999999776
46,CanESM5,r19i1p1f1,2038.41,2032.837,5.573000000000093
47,CanESM5,r19i1p2f1,2037.177,2030.847,6.329999999999927
48,CanESM5,r1i1p1f1,2038.303,2030.462,7.841000000000122
49,CanESM5,r1i1p2f1,2035.323,2028.943,6.380000000000109
50,CanESM5,r20i1p1f1,2038.362,2030.978,7.3840000000000146
51,CanESM5,r20i1p2f1,2035.616,2029.47,6.145999999999958
52,CanESM5,r21i1p1f1,2035.481,2029.65,5.830999999999904
53,CanESM5,r21i1p2f1,2036.172,2029.731,6.441000000000031
54,CanESM5,r22i1p1f1,2038.182,2031.819,6.363000000000056
55,CanESM5,r22i1p2f1,2038.618,2032.446,6.1720000000000255
56,CanESM5,r23i1p1f1,2040.409,2034.11,6.2990000000002055
57,CanESM5,r23i1p2f1,2036.735,2030.617,6.117999999999938
58,CanESM5,r24i1p1f1,2037.869,2031.086,6.782999999999902
59,CanESM5,r24i1p2f1,2035.505,2029.233,6.272000000000162
60,CanESM5,r25i1p1f1,2039.437,2032.679,6.757999999999811
61,CanESM5,r25i1p2f1,2035.414,2030.544,4.869999999999891
62,CanESM5,r2i1p1f1,2036.731,2030.621,6.1099999999999
63,CanESM5,r2i1p2f1,2033.629,2028.088,5.54099999999994
64,CanESM5,r3i1p1f1,2036.335,2031.62,4.7150000000001455
65,CanESM5,r3i1p2f1,2036.757,2030.955,5.802000000000135
66,CanESM5,r4i1p1f1,2044.255,2037.338,6.917000000000144
67,CanESM5,r4i1p2f1,2038.344,2032.037,6.307000000000016
68,CanESM5,r5i1p1f1,2035.731,2030.57,5.161000000000058
69,CanESM5,r5i1p2f1,2040.336,2035.259,5.076999999999998
70,CanESM5,r6i1p1f1,2037.906,2031.898,6.008000000000038
71,CanESM5,r6i1p2f1,2035.92,2030.964,4.956000000000131
72,CanESM5,r7i1p1f1,2037.493,2032.472,5.020999999999958
73,CanESM5,r7i1p2f1,2039.035,2032.025,7.009999999999991
74,CanESM5,r8i1p1f1,2042.204,2035.6,6.604000000000042
75,CanESM5,r8i1p2f1,2037.234,2030.15,7.083999999999833
76,CanESM5,r9i1p1f1,2035.516,2028.761,6.755000000000109
77,CanESM5,r9i1p2f1,2038.469,2033.534,4.934999999999945
78,CanESM5-CanOE,r1i1p2f1,2036.102,2029.397,6.705000000000155
79,CanESM5-CanOE,r2i1p2f1,2034.365,2028.593,5.7719999999999345
80,CanESM5-CanOE,r3i1p2f1,2037.549,2031.481,6.067999999999984
81,EC-Earth3,r10i1p1f1,2025.927,2022.847,3.0799999999999272
82,EC-Earth3,r12i1p1f1,2040.988,2035.796,5.192000000000007
83,EC-Earth3,r14i1p1f1,2045.029,2040.283,4.746000000000095
84,EC-Earth3,r16i1p1f1,2041.616,2037.881,3.7349999999999
85,EC-Earth3,r17i1p1f1,2034.333,2028.745,5.588000000000193
86,EC-Earth3,r18i1p1f1,2030.415,2026.707,3.7079999999998563
87,EC-Earth3,r19i1p1f1,2026.343,2023.665,2.678000000000111
88,EC-Earth3,r1i1p1f1,2042.708,2038.766,3.9420000000000073
89,EC-Earth3,r20i1p1f1,2033.648,2029.781,3.866999999999962
90,EC-Earth3,r21i1p1f1,2046.495,2043.7,2.7949999999998454
91,EC-Earth3,r22i1p1f1,2047.381,2042.482,4.899000000000115
92,EC-Earth3,r23i1p1f1,2030.124,2026.267,3.856999999999971
93,EC-Earth3,r24i1p1f1,2043.613,2039.485,4.128000000000156
94,EC-Earth3,r25i1p1f1,2037.629,2033.196,4.432999999999993
95,EC-Earth3,r2i1p1f1,2040.796,2036.724,4.072000000000116
96,EC-Earth3,r4i1p1f1,2042.391,2038.491,3.900000000000091
97,EC-Earth3,r6i1p1f1,2038.237,2034.536,3.701000000000022
98,EC-Earth3,r7i1p1f1,2035.775,2029.492,6.283000000000129
99,EC-Earth3,r9i1p1f1,2045.961,2040.139,5.822000000000116
100,EC-Earth3-CC,r1i1p1f1,2053.753,2047.544,6.20900000000006
101,EC-Earth3-Veg,r5i1p1f1,2041.701,2036.769,4.932000000000016
102,EC-Earth3-Veg,r1i1p1f1,2046.126,2041.633,4.492999999999938
103,FGOALS-f3-L,r1i1p1f1,2038.148,2031.623,6.524999999999864
104,FGOALS-g3,r1i1p1f1,2051.369,2040.086,11.28300000000013
105,FIO-ESM-2-0,r1i1p1f1,2040.443,2034.153,6.289999999999964
106,GFDL-CM4,r1i1p1f1,2031.664,2027.844,3.8199999999999363
107,GFDL-ESM4,r1i1p1f1,2039.37,2029.233,10.136999999999944
108,GFDL-ESM4,r2i1p1f1,2039.584,2034.373,5.211000000000013
109,GFDL-ESM4,r3i1p1f1,2052.551,2044.207,8.343999999999824
110,GISS-E2-1-G,r1i1p1f2,2024.928,2022.371,2.5570000000000164
111,GISS-E2-1-G,r1i1p3f1,2035.767,2030.872,4.894999999999982
112,GISS-E2-1-G,r2i1p3f1,2035.036,2031.132,3.9039999999999964
113,GISS-E2-1-G,r3i1p3f1,2032.796,2029.709,3.086999999999989
114,GISS-E2-1-G,r4i1p3f1,2034.349,2031.183,3.16599999999994
115,GISS-E2-1-G,r5i1p3f1,2037.183,2033.413,3.769999999999982
116,HadGEM3-GC31-LL,r1i1p1f3,2029.392,2024.785,4.606999999999971
117,HadGEM3-GC31-LL,r2i1p1f3,2030.368,2025.77,4.597999999999956
118,HadGEM3-GC31-LL,r3i1p1f3,2024.076,2021.8,2.2760000000000673
119,HadGEM3-GC31-LL,r4i1p1f3,2024.653,2021.732,2.921000000000049
120,HadGEM3-GC31-LL,r5i1p1f3,2025.169,2022.378,2.7910000000001673
121,IITM-ESM,r1i1p1f1,2044.001,2037.731,6.269999999999982
122,INM-CM4-8,r1i1p1f1,2038.809,2032.548,6.260999999999967
123,INM-CM5-0,r1i1p1f1,2037.132,2031.315,5.817000000000007
124,IPSL-CM6A-LR,r1i1p1f1,2036.644,2032.117,4.527000000000044
125,IPSL-CM6A-LR,r2i1p1f1,2038.373,2033.87,4.503000000000156
126,IPSL-CM6A-LR,r3i1p1f1,2038.851,2033.448,5.40300000000002
127,IPSL-CM6A-LR,r4i1p1f1,2038.092,2032.217,5.875
128,IPSL-CM6A-LR,r5i1p1f1,2032.718,2028.8,3.91800000000012
129,IPSL-CM6A-LR,r6i1p1f1,2035.107,2030.459,4.647999999999911
130,KACE-1-0-G,r1i1p1f1,2031.678,2027.096,4.582000000000107
131,KIOST-ESM,r1i1p1f1,2047.971,2037.655,10.316000000000031
132,MCM-UA-1-0,r1i1p1f2,2049.781,2038.857,10.923999999999978
133,MIROC-ES2L,r1i1p1f2,2035.661,2028.526,7.134999999999991
134,MIROC-ES2L,r2i1p1f2,2031.467,2029.065,2.4020000000000437
135,MIROC6,r1i1p1f1,2029.413,2026.973,2.4400000000000546
136,MIROC6,r2i1p1f1,2032.852,2029.018,3.83400000000006
137,MIROC6,r3i1p1f1,2033.373,2027.96,5.413000000000011
138,MPI-ESM1-2-HR,r1i1p1f1,2042.959,2038.616,4.343000000000075
139,MPI-ESM1-2-HR,r2i1p1f1,2049.987,2043.586,6.401000000000067
140,MPI-ESM1-2-LR,r10i1p1f1,2045.186,2039.344,5.841999999999871
141,MPI-ESM1-2-LR,r1i1p1f1,2041.45,2036.019,5.43100000000004
142,MPI-ESM1-2-LR,r2i1p1f1,2045.874,2041.321,4.553000000000111
143,MPI-ESM1-2-LR,r3i1p1f1,2043.02,2036.632,6.38799999999992
144,MPI-ESM1-2-LR,r4i1p1f1,2045.745,2040.659,5.085999999999785
145,MPI-ESM1-2-LR,r5i1p1f1,2046.321,2039.784,6.536999999999807
146,MPI-ESM1-2-LR,r6i1p1f1,2044.345,2038.3,6.045000000000073
147,MPI-ESM1-2-LR,r7i1p1f1,2043.781,2037.618,6.163000000000011
148,MPI-ESM1-2-LR,r8i1p1f1,2044.584,2034.822,9.762000000000171
149,MPI-ESM1-2-LR,r9i1p1f1,2043.03,2036.758,6.2719999999999345
150,MRI-ESM2-0,r1i1p1f1,2028.759,2026.796,1.9629999999999654
151,NESM3,r1i1p1f1,2030.142,2027.926,2.216000000000122
152,NESM3,r2i1p1f1,2033.674,2030.32,3.354000000000042
153,NorESM2-LM,r1i1p1f1,2036.559,2035.096,1.4629999999999654
154,NorESM2-LM,r2i1p1f1,2023.581,2022.908,0.6730000000000018
155,NorESM2-LM,r3i1p1f1,2022.808,2020.242,2.566000000000031
156,NorESM2-MM,r1i1p1f1,2037.036,2035.413,1.6230000000000473
157,TaiESM1,r1i1p1f1,2023.762,2022.187,1.5750000000000455
158,UKESM1-0-LL,r10i1p1f2,2027.036,2023.739,3.2970000000000255
159,UKESM1-0-LL,r11i1p1f2,2021.826,2019.752,2.074000000000069
160,UKESM1-0-LL,r12i1p1f2,2024.474,2022.324,2.1499999999998636
161,UKESM1-0-LL,r13i1p1f2,2022.853,2020.855,1.9980000000000473
162,UKESM1-0-LL,r16i1p1f2,2028.063,2024.925,3.1380000000001473
163,UKESM1-0-LL,r17i1p1f2,2027.086,2023.464,3.622000000000071
164,UKESM1-0-LL,r18i1p1f2,2028.738,2024.469,4.2690000000000055
165,UKESM1-0-LL,r19i1p1f2,2026.382,2023.763,2.619000000000142
166,UKESM1-0-LL,r1i1p1f2,2026.287,2022.608,3.6790000000000873
167,UKESM1-0-LL,r2i1p1f2,2022.407,2019.858,2.548999999999978
168,UKESM1-0-LL,r3i1p1f2,2026.56,2023.016,3.543999999999869
169,UKESM1-0-LL,r4i1p1f2,2028.099,2024.731,3.367999999999938
170,UKESM1-0-LL,r8i1p1f2,2027.224,2023.685,3.5389999999999873
171,UKESM1-0-LL,r9i1p1f2,2021.706,2019.949,1.7569999999998345
